date,ticker,rank,score,signal,nikkei_uptrend,up_prob,flat_prob,down_prob,price,take_profit,stop_loss,return,hold_days,result,exit_price
2022-09-09,9509.T,3,40.05,🟡 監視,True,42.19,29.32,28.49,477.2392272949219,500.0,466.0,-2.3551,3,LOSS,466.0
2022-09-12,4980.T,1,51.0,🔴 買わない,True,27.97,39.21,32.82,1250.3902587890625,1371.0,1190.0,-4.8297,4,LOSS,1190.0
2022-09-12,8306.T,2,41.87,🔴 買わない,True,38.1,35.53,26.36,630.2432861328125,652.0,619.0,1.1719,5,HOLD,637.6292724609375
2022-09-12,9509.T,3,38.48,🔴 買わない,True,36.96,36.39,26.65,472.6058349609375,496.0,461.0,0.3922,5,HOLD,474.4591979980469
2022-09-13,4980.T,1,51.47,🔴 買わない,True,29.53,37.81,32.66,1282.2183837890625,1407.0,1220.0,-4.8524,1,LOSS,1220.0
2022-09-13,8306.T,2,41.88,🔴 買わない,True,38.14,34.57,27.29,632.1549072265625,654.0,621.0,0.6048,5,HOLD,635.9783325195312
2022-09-13,9509.T,3,37.94,🔴 買わない,True,35.15,35.85,28.99,472.6058349609375,494.0,462.0,-2.2441,5,LOSS,462.0
2022-09-14,4980.T,1,48.02,🔴 買わない,True,28.19,30.5,41.31,1242.8121337890625,1373.0,1178.0,-5.215,2,LOSS,1178.0
2022-09-14,8306.T,2,40.17,🟡 監視,True,42.6,26.55,30.85,630.2432861328125,652.0,619.0,-0.2482,5,TIMEOUT_LOSS,628.67919921875
2022-09-14,9509.T,3,36.22,🔴 買わない,True,39.56,27.52,32.92,465.19244384765625,486.0,455.0,1.1952,5,HOLD,470.75250244140625
2022-09-15,4980.T,1,44.54,🔴 買わない,True,26.73,36.92,36.34,1223.109130859375,1355.0,1157.0,-5.405,4,LOSS,1157.0
2022-09-15,8306.T,2,35.07,🔴 買わない,True,35.73,32.88,31.4,628.76611328125,651.0,618.0,-1.7123,5,LOSS,618.0
2022-09-15,7269.T,3,32.93,🔴 買わない,True,38.74,28.84,32.42,1143.388671875,1212.0,1109.0,-3.0076,3,LOSS,1109.0
2022-09-16,8306.T,1,49.92,🟡 監視,True,44.65,27.16,28.19,635.4569091796875,657.0,625.0,-1.6456,4,LOSS,625.0
2022-09-16,4980.T,2,42.44,🟡 監視(拮抗),True,33.94,31.96,34.1,1188.2493896484375,1314.0,1126.0,-5.2387,4,LOSS,1126.0
2022-09-16,7269.T,3,33.77,🟡 監視,True,41.55,28.05,30.4,1138.338623046875,1205.0,1105.0,-2.9287,3,LOSS,1105.0
2022-09-20,8031.T,1,45.7,🔴 買わない,True,30.61,32.33,37.06,1465.6630859375,1546.0,1426.0,-2.7062,1,LOSS,1426.0
2022-09-20,8306.T,2,34.88,🔴 買わない,True,35.11,33.03,31.86,637.6292724609375,659.0,627.0,-1.667,3,LOSS,627.0
2022-09-20,6613.T,3,34.35,🔴 買わない,True,33.35,35.0,31.65,534.0,589.0,506.0,-3.1835,5,TIMEOUT_LOSS,517.0
2022-09-21,9509.T,1,45.83,🟡 監視,True,41.16,26.8,32.04,467.9724426269531,489.0,457.0,-2.3447,2,LOSS,457.0
2022-09-21,8306.T,2,37.46,🟡 監視,True,43.7,26.92,29.37,635.9783325195312,658.0,625.0,-1.7262,2,LOSS,625.0
2022-09-21,8031.T,3,33.98,🟡 監視,True,42.26,27.27,30.47,1420.1507568359375,1500.0,1380.0,-2.8272,2,LOSS,1380.0
2022-09-22,8306.T,1,37.25,🟡 監視,True,43.02,27.45,29.53,628.67919921875,651.0,617.0,-1.8577,1,LOSS,617.0
2022-09-22,5803.T,2,33.43,🟡 監視,True,40.42,29.99,29.59,143.97923278808594,154.0,139.0,-3.4583,1,LOSS,139.0
2022-09-22,9509.T,3,31.95,🔴 買わない,True,35.47,31.59,32.94,470.75250244140625,492.0,460.0,-2.2841,1,LOSS,460.0
2022-09-26,5803.T,1,55.57,🔴 買わない,True,37.11,31.7,31.19,133.3813934326172,145.0,128.0,1.6009,5,HOLD,135.51669311523438
2022-09-26,9509.T,2,54.73,🟡 監視(拮抗),True,34.31,30.78,34.91,422.56524658203125,454.0,407.0,-3.6835,5,LOSS,407.0
2022-09-26,7203.T,3,44.34,🟡 監視,True,40.26,26.31,33.43,1745.6455078125,1832.0,1702.0,-2.5003,4,LOSS,1702.0
2022-09-27,9509.T,1,55.1,🟡 監視(拮抗),True,35.56,29.7,34.74,430.9053039550781,464.0,414.0,-3.9232,4,LOSS,414.0
2022-09-27,9984.T,2,37.62,🔴 買わない,True,34.11,30.75,35.15,1229.68603515625,1329.0,1180.0,-4.0405,4,LOSS,1180.0
2022-09-27,5803.T,3,32.53,🔴 買わない,True,37.42,33.83,28.76,136.40936279296875,148.0,131.0,1.2604,5,HOLD,138.1287078857422
2022-09-28,9509.T,1,53.55,🔴 買わない,True,30.38,31.32,38.3,427.19866943359375,462.0,410.0,-4.0259,3,LOSS,410.0
2022-09-28,6613.T,2,37.22,🔴 買わない,True,32.76,32.7,34.53,517.0,575.0,488.0,4.4487,5,HOLD,540.0
2022-09-28,9984.T,3,36.05,🔴 買わない,True,28.86,31.27,39.87,1207.194580078125,1312.0,1155.0,8.6817,5,WIN,1312.0
2022-09-29,4980.T,1,49.29,🔴 買わない,True,32.41,38.15,29.44,1042.6573486328125,1186.0,971.0,-6.8726,2,LOSS,971.0
2022-09-29,8031.T,2,45.27,🔴 買わない,True,39.3,31.72,28.98,1424.797607421875,1515.0,1380.0,6.3309,5,WIN,1515.0
2022-09-29,9509.T,3,42.19,🔴 買わない,True,33.09,35.45,31.46,422.56524658203125,458.0,405.0,-4.1568,2,LOSS,405.0
2022-09-30,8058.T,1,53.99,🔴 買わない,True,31.85,26.34,41.81,1189.8558349609375,1270.0,1150.0,6.7356,2,WIN,1270.0
2022-09-30,9509.T,2,41.61,🔴 買わない,True,31.16,28.88,39.96,419.78521728515625,457.0,401.0,-2.4283,5,TIMEOUT_LOSS,409.5917053222656
2022-09-30,7269.T,3,38.9,🔴 買わない,True,32.29,28.91,38.8,1039.840576171875,1120.0,1000.0,7.7088,3,WIN,1120.0
2022-10-03,9509.T,1,42.51,🔴 買わない,True,34.15,35.58,30.27,411.4450988769531,451.0,392.0,-1.5766,5,TIMEOUT_LOSS,404.9583435058594
2022-10-03,9501.T,2,38.54,🔴 買わない,True,37.15,33.79,29.06,448.0,492.0,426.0,4.4643,5,HOLD,468.0
2022-10-03,4980.T,3,36.89,🔴 買わない,True,31.68,39.47,28.85,1016.6674194335938,1164.0,943.0,-3.4587,5,TIMEOUT_LOSS,981.5043334960938
2022-10-04,9509.T,1,45.09,🔴 買わない,True,32.63,40.37,27.0,417.0051574707031,460.0,396.0,-5.0371,5,LOSS,396.0
2022-10-04,4980.T,2,38.37,🔴 買わない,True,26.44,49.96,23.6,1031.95556640625,1178.0,959.0,-4.8889,5,TIMEOUT_LOSS,981.5043334960938
2022-10-04,8031.T,3,35.42,🔴 買わない,True,36.92,35.48,27.6,1482.096435546875,1592.0,1427.0,-1.1872,5,TIMEOUT_LOSS,1464.500732421875
2022-10-05,8031.T,1,49.92,🔴 買わない,False,34.52,40.52,24.96,1486.1572265625,1595.0,1432.0,-2.6715,5,TIMEOUT_LOSS,1446.4541015625
2022-10-05,5803.T,2,34.17,🔴 買わない,False,32.73,43.44,23.83,138.1287078857422,153.0,131.0,-4.0045,5,TIMEOUT_LOSS,132.597412109375
2022-10-05,7203.T,3,33.5,🔴 買わない,False,34.57,40.78,24.65,1802.5057373046875,1929.0,1739.0,-0.8746,5,TIMEOUT_LOSS,1786.74169921875
2022-10-06,8058.T,1,51.29,🔴 買わない,False,28.92,36.04,35.04,1283.4129638671875,1380.0,1235.0,-3.7722,2,LOSS,1235.0
2022-10-06,8031.T,2,51.03,🔴 買わない,False,28.07,35.93,36.0,1505.106201171875,1614.0,1451.0,-3.5948,3,LOSS,1451.0
2022-10-06,7269.T,3,36.34,🔴 買わない,False,29.84,37.72,32.44,1116.4190673828125,1204.0,1073.0,-3.8891,2,LOSS,1073.0
2022-10-07,8031.T,1,48.18,🔴 買わない,False,28.73,39.59,31.68,1480.2918701171875,1590.0,1425.0,-2.4688,5,TIMEOUT_LOSS,1443.7470703125
2022-10-07,8058.T,2,43.83,🔴 買わない,False,28.42,37.78,33.81,1261.22314453125,1360.0,1212.0,-3.9028,3,LOSS,1212.0
2022-10-07,7269.T,3,34.38,🔴 買わない,False,33.45,35.22,31.33,1119.667724609375,1208.0,1075.0,-3.9894,1,LOSS,1075.0
2022-10-11,8031.T,1,47.72,🔴 買わない,False,27.18,38.32,34.5,1472.621826171875,1584.0,1417.0,-0.7966,5,TIMEOUT_LOSS,1460.8914794921875
2022-10-11,8058.T,2,44.42,🔴 買わない,False,30.38,35.63,33.99,1235.1351318359375,1336.0,1185.0,-0.9711,5,TIMEOUT_LOSS,1223.1405029296875
2022-10-11,7269.T,3,42.57,🔴 買わない,False,34.38,35.97,29.65,1057.2447509765625,1155.0,1008.0,1.712,5,HOLD,1075.344970703125
2022-10-12,8031.T,1,43.98,🔴 買わない,False,24.84,29.72,45.43,1464.500732421875,1576.0,1409.0,-0.2773,5,TIMEOUT_LOSS,1460.4403076171875
2022-10-12,8306.T,2,29.15,🔴 買わない,False,30.21,32.48,37.31,575.0643920898438,617.0,554.0,6.5604,5,HOLD,612.7910766601562
2022-10-12,7203.T,3,28.52,🔴 買わない,False,28.12,29.84,42.04,1792.596923828125,1921.0,1729.0,0.6784,5,HOLD,1804.7576904296875
2022-10-13,8031.T,1,44.28,🔴 買わない,False,25.88,36.96,37.16,1446.4541015625,1552.0,1393.0,0.1871,5,HOLD,1449.1610107421875
2022-10-13,8306.T,2,29.12,🔴 買わない,False,30.1,38.09,31.81,574.7974243164062,615.0,554.0,6.9942,5,WIN,615.0
2022-10-13,7203.T,3,28.63,🔴 買わない,False,28.48,34.14,37.38,1786.74169921875,1910.0,1725.0,1.0335,5,HOLD,1805.2080078125
2022-10-14,8031.T,1,48.28,🔴 買わない,False,29.04,35.88,35.07,1492.473388671875,1603.0,1437.0,-3.5973,5,TIMEOUT_LOSS,1438.7840576171875
2022-10-14,6613.T,2,41.27,🔴 買わない,False,36.1,34.91,28.99,618.0,694.0,580.0,-6.1489,2,LOSS,580.0
2022-10-14,5803.T,3,34.17,🔴 買わない,False,32.74,35.85,31.41,137.6677703857422,152.0,131.0,-3.4598,5,TIMEOUT_LOSS,132.9047088623047
2022-10-17,6613.T,1,38.1,🔴 買わない,False,35.71,33.48,30.81,592.0,673.0,551.0,-6.9257,3,LOSS,551.0
2022-10-17,8306.T,2,30.98,🔴 買わない,False,36.31,29.75,33.94,600.8679809570312,640.0,581.0,4.4425,5,HOLD,627.5614013671875
2022-10-17,5803.T,3,30.86,🟡 監視(拮抗),False,31.84,35.47,32.69,137.9750518798828,151.0,132.0,-2.1158,5,TIMEOUT_LOSS,135.0557403564453
2022-10-18,5803.T,1,52.9,🔴 買わない,False,34.29,39.28,26.42,139.2042236328125,152.0,133.0,-4.4569,3,LOSS,133.0
2022-10-18,6613.T,2,45.26,🔴 買わない,False,39.27,38.85,21.87,571.0,660.0,527.0,-0.5254,5,TIMEOUT_LOSS,568.0
2022-10-18,8031.T,3,37.31,🔴 買わない,False,33.06,39.85,27.09,1460.8914794921875,1564.0,1409.0,1.05,5,HOLD,1476.2313232421875
2022-10-19,5803.T,1,52.08,🔴 買わない,False,31.58,38.25,30.17,141.96987915039062,154.0,136.0,-4.205,1,LOSS,136.0
2022-10-19,8306.T,2,36.45,🔴 買わない,False,34.27,36.03,29.7,612.7910766601562,650.0,594.0,3.0057,5,HOLD,631.2095336914062
2022-10-19,8031.T,3,36.32,🟡 監視(拮抗),False,29.75,40.27,29.97,1460.4403076171875,1563.0,1409.0,1.9462,5,HOLD,1488.864013671875
2022-10-20,5803.T,1,58.35,🔴 買わない,False,36.24,34.91,28.85,134.59483337402344,147.0,128.0,-0.9133,5,TIMEOUT_LOSS,133.36563110351562
2022-10-20,8306.T,2,33.66,🔴 買わない,False,35.11,35.92,28.97,616.6171875,653.0,598.0,-0.2742,5,TIMEOUT_LOSS,614.926513671875
2022-10-20,7203.T,3,32.99,🔴 買わない,False,32.86,35.66,31.48,1805.2080078125,1905.0,1756.0,-0.2495,5,TIMEOUT_LOSS,1800.7041015625
2022-10-21,8031.T,1,30.07,🔴 買わない,False,29.22,35.94,34.84,1438.7840576171875,1529.0,1394.0,1.5052,5,HOLD,1460.4403076171875
2022-10-21,8306.T,2,30.06,🟡 監視(拮抗),False,33.24,33.25,33.51,618.6636352539062,653.0,602.0,-1.1218,5,TIMEOUT_LOSS,611.7233276367188
2022-10-21,9509.T,3,29.19,🔴 買わない,False,30.34,41.34,28.32,402.1783142089844,436.0,385.0,2.3041,5,HOLD,411.4450988769531
2022-10-24,8306.T,1,36.76,🔴 買わない,False,31.22,33.67,35.1,627.5614013671875,661.0,611.0,-0.8223,5,TIMEOUT_LOSS,622.4007568359375
2022-10-24,8031.T,2,32.71,🔴 買わない,False,27.89,35.76,36.35,1450.9656982421875,1542.0,1405.0,2.3943,5,HOLD,1485.7059326171875
2022-10-24,9984.T,3,31.89,🔴 買わない,False,29.21,35.08,35.72,1407.82080078125,1549.0,1337.0,10.0282,5,WIN,1549.0
2022-10-25,7269.T,1,47.61,🔴 買わない,False,30.87,32.4,36.73,1104.3519287109375,1185.0,1064.0,5.4423,5,HOLD,1164.45458984375
2022-10-25,8058.T,2,47.19,🔴 買わない,False,29.48,34.04,36.48,1236.934326171875,1307.0,1202.0,-2.8243,3,LOSS,1202.0
2022-10-25,8306.T,3,40.11,🔴 買わない,False,32.26,33.37,34.38,631.8323974609375,663.0,616.0,-2.5058,2,LOSS,616.0
2022-10-26,7269.T,1,52.84,🔴 買わない,False,34.1,33.49,32.4,1117.811279296875,1198.0,1078.0,4.4634,5,HOLD,1167.7032470703125
2022-10-26,8306.T,2,40.63,🔴 買わない,False,33.97,35.69,30.34,631.2095336914062,661.0,616.0,-2.4096,1,LOSS,616.0
2022-10-26,8031.T,3,37.21,🟡 監視(拮抗),False,32.72,33.76,33.52,1488.864013671875,1572.0,1447.0,5.5839,4,WIN,1572.0
2022-10-27,7269.T,1,48.4,🔴 買わない,False,33.51,30.32,36.17,1108.7611083984375,1189.0,1069.0,5.1695,5,HOLD,1166.078857421875
2022-10-27,8031.T,2,36.82,🔴 買わない,False,31.42,32.31,36.27,1478.0360107421875,1559.0,1438.0,5.4778,3,WIN,1559.0
2022-10-27,9509.T,3,36.6,🟡 監視(拮抗),False,34.74,30.91,34.35,408.6650695800781,437.0,395.0,0.4535,5,HOLD,410.5184326171875
2022-10-28,7269.T,1,61.53,🔴 買わない,False,32.65,29.07,38.28,1119.667724609375,1202.0,1079.0,4.4767,5,HOLD,1169.7916259765625
2022-10-28,8031.T,2,46.76,🔴 買わない,False,34.13,28.64,37.23,1460.4403076171875,1540.0,1421.0,5.4477,2,WIN,1540.0
2022-10-28,7203.T,3,45.08,🔴 買わない,False,32.6,27.8,39.6,1828.6290283203125,1899.0,1793.0,-1.9484,4,LOSS,1793.0
2022-10-31,7269.T,1,54.9,🟡 監視,False,40.97,32.91,26.12,1164.9185791015625,1244.0,1126.0,1.9123,5,HOLD,1187.19580078125
2022-10-31,9984.T,2,52.77,🔴 買わない,False,33.88,40.09,26.03,1571.6123046875,1725.0,1495.0,8.2656,5,HOLD,1701.5159912109375
2022-10-31,4980.T,3,45.09,🔴 買わない,False,38.69,35.8,25.51,1062.53173828125,1160.0,1014.0,-4.5676,1,LOSS,1014.0
2022-11-01,8031.T,1,65.87,🔴 買わない,False,36.95,30.11,32.94,1569.623779296875,1664.0,1522.0,6.0127,4,WIN,1664.0
2022-11-01,7269.T,2,51.99,🔴 買わない,False,31.26,36.22,32.52,1164.45458984375,1244.0,1125.0,6.8311,5,WIN,1244.0
2022-11-01,9984.T,3,51.75,🔴 買わない,False,30.46,37.94,31.6,1614.34033203125,1772.0,1535.0,6.7691,5,HOLD,1723.616455078125
2022-11-02,8031.T,1,64.83,🔴 買わない,False,33.49,28.7,37.81,1614.74072265625,1715.0,1564.0,6.209,5,WIN,1715.0
2022-11-02,7269.T,2,51.43,🔴 買わない,False,29.42,35.57,35.01,1167.7032470703125,1246.0,1129.0,6.7052,4,WIN,1246.0
2022-11-02,9984.T,3,51.17,🔴 買わない,False,28.54,36.43,35.03,1646.5093994140625,1812.0,1564.0,1.909,5,HOLD,1677.9415283203125
2022-11-04,8031.T,1,58.61,🔴 買わない,False,33.04,28.24,38.72,1637.2991943359375,1735.0,1588.0,5.9672,5,WIN,1735.0
2022-11-04,9984.T,2,45.17,🔴 買わない,False,28.82,36.56,34.62,1610.165771484375,1778.0,1526.0,6.0393,5,HOLD,1707.4093017578125
2022-11-04,7269.T,3,44.82,🔴 買わない,False,27.65,34.68,37.67,1166.078857421875,1240.0,1129.0,6.3393,3,WIN,1240.0
2022-11-07,8031.T,1,53.42,🔴 買わない,False,36.02,29.63,34.35,1636.8480224609375,1730.0,1590.0,5.6909,4,WIN,1730.0
2022-11-07,7269.T,2,51.96,🔴 買わない,False,31.18,35.5,33.31,1169.7916259765625,1241.0,1134.0,6.0873,2,WIN,1241.0
2022-11-07,9984.T,3,51.22,🔴 買わない,False,28.72,37.9,33.38,1620.9708251953125,1792.0,1535.0,-5.3037,5,LOSS,1535.0
2022-11-08,8058.T,1,53.1,🔴 買わない,False,34.96,28.94,36.1,1298.7060546875,1377.0,1259.0,-0.2771,5,TIMEOUT_LOSS,1295.1077880859375
2022-11-08,8031.T,2,52.0,🔴 買わない,False,31.32,31.27,37.41,1676.10009765625,1773.0,1628.0,2.934,5,HOLD,1725.277587890625
2022-11-08,9984.T,3,50.93,🔴 買わない,False,27.75,36.44,35.81,1701.5159912109375,1881.0,1612.0,-5.261,4,LOSS,1612.0
2022-11-09,7269.T,1,64.19,🔴 買わない,False,31.34,31.18,37.48,1228.9659423828125,1323.0,1182.0,-3.8216,3,LOSS,1182.0
2022-11-09,8058.T,2,53.08,🟡 監視(拮抗),False,34.89,30.18,34.92,1293.0087890625,1378.0,1251.0,1.6002,5,HOLD,1313.69921875
2022-11-09,5803.T,3,52.59,🔴 買わない,False,33.29,30.95,35.76,140.58705139160156,151.0,135.0,7.4068,1,WIN,151.0
2022-11-10,5803.T,1,50.03,🟡 監視(拮抗),False,34.87,30.47,34.65,163.6341094970703,177.0,157.0,5.446,5,HOLD,172.545654296875
2022-11-10,7269.T,2,48.14,🔴 買わない,False,28.58,31.03,40.38,1192.76513671875,1293.0,1142.0,-3.4436,5,TIMEOUT_LOSS,1151.6912841796875
2022-11-10,9984.T,3,47.8,🔴 買わない,False,27.44,34.54,38.02,1677.9415283203125,1856.0,1589.0,-5.3006,2,LOSS,1589.0
2022-11-11,5803.T,1,66.0,🔴 買わない,False,37.38,38.57,24.05,170.54823303222656,186.0,163.0,-4.4259,1,LOSS,163.0
2022-11-11,8031.T,2,53.36,🔴 買わない,False,35.83,37.97,26.21,1742.873291015625,1853.0,1688.0,-0.6989,5,TIMEOUT_LOSS,1730.691650390625
2022-11-11,7269.T,3,53.01,🔴 買わない,False,34.68,40.19,25.13,1202.9755859375,1305.0,1152.0,-4.2375,3,LOSS,1152.0
2022-11-14,5803.T,1,65.18,🔴 買わない,False,34.65,37.9,27.44,158.5637664794922,176.0,150.0,8.8178,5,HOLD,172.545654296875
2022-11-14,9984.T,2,59.15,🟡 監視(拮抗),False,28.76,43.33,27.92,1490.0848388671875,1718.0,1376.0,0.1483,5,HOLD,1492.294921875
2022-11-14,6613.T,3,55.25,🟡 監視(拮抗),False,31.98,35.55,32.47,641.0,719.0,602.0,12.1685,5,WIN,719.0
2022-11-15,6613.T,1,54.75,🔴 買わない,False,30.34,33.47,36.19,643.0,724.0,603.0,12.5972,4,WIN,724.0
2022-11-15,8306.T,2,53.73,🔴 買わない,False,37.06,27.05,35.89,642.8656616210938,670.0,629.0,1.7993,5,HOLD,654.4327392578125
2022-11-15,5803.T,3,51.44,🟡 監視(拮抗),False,29.42,41.78,28.79,167.62892150878906,187.0,158.0,1.6499,5,HOLD,170.39456176757812
2022-11-16,6613.T,1,54.3,🔴 買わない,False,28.83,35.84,35.33,626.0,714.0,582.0,14.0575,3,WIN,714.0
2022-11-16,5803.T,2,51.07,🟡 監視(拮抗),False,28.19,42.75,29.06,171.7773895263672,192.0,162.0,1.6995,5,HOLD,174.6967010498047
2022-11-16,8031.T,3,50.03,🔴 買わない,False,24.75,33.52,41.73,1777.613525390625,1892.0,1720.0,-3.2411,3,LOSS,1720.0
2022-11-17,8306.T,1,52.4,🔴 買わない,False,32.64,36.44,30.92,638.5946655273438,663.0,626.0,3.8217,4,WIN,663.0
2022-11-17,5803.T,2,50.57,🔴 買わない,False,26.55,50.7,22.75,172.545654296875,194.0,162.0,-0.2671,5,TIMEOUT_LOSS,172.08470153808594
2022-11-17,8031.T,3,49.72,🔴 買わない,False,23.7,40.0,36.3,1735.654541015625,1856.0,1676.0,3.5612,5,HOLD,1797.4649658203125
2022-11-18,6613.T,1,51.62,🔴 買わない,False,30.03,35.29,34.67,671.0,765.0,624.0,3.7258,5,HOLD,696.0
2022-11-18,8306.T,2,48.57,🔴 買わない,False,30.03,30.9,39.07,634.5907592773438,659.0,622.0,3.8465,3,WIN,659.0
2022-11-18,5803.T,3,47.06,🔴 買わない,False,24.98,50.63,24.39,172.23834228515625,194.0,162.0,0.3568,5,HOLD,172.85292053222656
2022-11-21,6613.T,1,51.69,🔴 買わない,False,30.28,37.0,32.72,749.0,859.0,694.0,-7.3431,1,LOSS,694.0
2022-11-21,8306.T,2,48.69,🔴 買わない,False,30.41,33.49,36.1,640.374267578125,664.0,629.0,3.6894,2,WIN,664.0
2022-11-21,5803.T,3,47.33,🔴 買わない,False,25.87,51.23,22.9,172.545654296875,194.0,162.0,-0.5343,5,TIMEOUT_LOSS,171.623779296875
2022-11-22,6613.T,1,54.5,🔴 買わない,False,29.5,39.1,31.41,704.0,825.0,643.0,-2.2727,5,TIMEOUT_LOSS,688.0
2022-11-22,8306.T,2,53.25,🟡 監視(拮抗),False,35.47,28.2,36.33,654.4327392578125,680.0,642.0,3.9068,2,WIN,680.0
2022-11-22,8058.T,3,52.35,🔴 買わない,False,32.46,29.25,38.29,1366.7747802734375,1464.0,1318.0,-0.3291,5,TIMEOUT_LOSS,1362.277099609375
2022-11-25,8306.T,1,54.16,🔴 買わない,True,38.5,28.58,32.91,675.0757446289062,704.0,661.0,-2.0851,5,LOSS,661.0
2022-11-25,8058.T,2,50.78,🔴 買わない,True,27.23,34.45,38.32,1406.9566650390625,1507.0,1357.0,-3.5507,5,LOSS,1357.0
2022-11-25,5803.T,3,50.44,🔴 買わない,True,26.12,51.5,22.38,174.6967010498047,197.0,164.0,-6.123,5,LOSS,164.0
2022-11-28,8306.T,1,53.37,🟡 監視(拮抗),True,35.88,27.94,36.18,669.0252685546875,701.0,653.0,-1.33,5,TIMEOUT_LOSS,660.1273803710938
2022-11-28,8058.T,2,50.27,🔴 買わない,True,25.55,37.65,36.8,1381.7681884765625,1484.0,1331.0,-3.6741,4,LOSS,1331.0
2022-11-28,5803.T,3,50.26,🔴 買わない,True,25.5,52.01,22.49,172.08470153808594,195.0,161.0,-6.4414,4,LOSS,161.0
2022-11-29,8306.T,1,52.85,🔴 買わない,True,34.13,28.16,37.71,680.1473999023438,713.0,664.0,-2.3741,3,LOSS,664.0
2022-11-29,8058.T,2,50.96,🔴 買わない,True,27.85,33.16,39.0,1372.772216796875,1461.0,1329.0,-3.1886,3,LOSS,1329.0
2022-11-29,5803.T,3,50.54,🔴 買わない,True,26.45,50.83,22.72,172.85292053222656,196.0,161.0,-6.8572,3,LOSS,161.0
2022-11-30,8306.T,1,49.39,🔴 買わない,True,32.76,28.55,38.69,671.8724975585938,706.0,655.0,-2.5113,2,LOSS,655.0
2022-11-30,8058.T,2,48.2,🔴 買わない,True,28.78,29.57,41.65,1380.8685302734375,1463.0,1340.0,-2.9596,2,LOSS,1340.0
2022-11-30,5803.T,3,47.56,🔴 買わない,True,26.64,51.25,22.11,171.623779296875,195.0,160.0,-6.7728,3,LOSS,160.0
2022-12-01,8306.T,1,49.16,🟡 監視(拮抗),True,31.99,35.81,32.2,665.5550537109375,702.0,647.0,-0.0802,5,TIMEOUT_LOSS,665.0211791992188
2022-12-01,8058.T,2,47.36,🔴 買わない,True,25.99,37.71,36.3,1362.277099609375,1443.0,1322.0,-2.9566,2,LOSS,1322.0
2022-12-01,6613.T,3,37.44,🔴 買わない,True,23.35,55.44,21.21,688.0,823.0,620.0,-1.0174,5,TIMEOUT_LOSS,681.0
2022-12-02,8306.T,1,45.77,🔴 買わない,True,30.81,31.34,37.85,657.2800903320312,695.0,639.0,2.1795,5,HOLD,671.60546875
2022-12-02,4980.T,2,37.62,🔴 買わない,True,34.08,30.63,35.29,966.2162475585938,1062.0,918.0,-4.9902,4,LOSS,918.0
2022-12-02,7269.T,3,30.93,🔴 買わない,True,32.08,30.28,37.64,1109.6893310546875,1181.0,1074.0,-2.5094,5,TIMEOUT_LOSS,1081.8426513671875
2022-12-05,8306.T,1,48.82,🔴 買わない,True,30.86,31.62,37.52,660.1273803710938,697.0,642.0,1.8331,5,HOLD,672.2283325195312
2022-12-05,7269.T,2,44.88,🔴 買わない,True,31.93,32.46,35.61,1089.5006103515625,1159.0,1055.0,-0.852,5,TIMEOUT_LOSS,1080.21826171875
2022-12-05,8058.T,3,33.63,🔴 買わない,True,30.92,32.95,36.13,1332.2906494140625,1412.0,1292.0,-0.4727,5,TIMEOUT_LOSS,1325.9935302734375
2022-12-06,8058.T,1,33.37,🔴 買わない,True,30.07,33.91,36.02,1344.585205078125,1425.0,1304.0,-1.2043,5,TIMEOUT_LOSS,1328.392333984375
2022-12-06,8306.T,2,33.19,🔴 買わない,True,29.48,32.85,37.67,665.9999389648438,701.0,648.0,1.2692,5,HOLD,674.4527587890625
2022-12-06,8031.T,3,32.6,🔴 買わない,True,27.5,35.03,37.48,1780.3206787109375,1900.0,1721.0,1.3938,5,HOLD,1805.135009765625
2022-12-07,8306.T,1,30.56,🔴 買わない,True,30.84,29.82,39.34,672.4952392578125,709.0,654.0,0.2382,5,HOLD,674.0968627929688
2022-12-07,8058.T,2,30.38,🔴 買わない,True,30.27,34.11,35.62,1346.68408203125,1426.0,1307.0,-1.1133,5,TIMEOUT_LOSS,1331.6910400390625
2022-12-07,5803.T,3,30.03,🟡 監視(拮抗),True,29.08,42.19,28.73,164.40234375,180.0,157.0,4.8598,5,HOLD,172.39198303222656
2022-12-08,8306.T,1,31.34,🔴 買わない,True,33.45,30.54,36.02,665.0211791992188,704.0,646.0,1.9133,5,HOLD,677.7450561523438
2022-12-08,8058.T,2,30.85,🔴 買わない,True,31.84,32.3,35.86,1343.685546875,1424.0,1304.0,0.3124,5,HOLD,1347.883544921875
2022-12-08,5803.T,3,30.79,🔴 買わない,True,31.62,39.7,28.68,164.70965576171875,180.0,157.0,7.8358,5,HOLD,177.6160125732422
2022-12-09,7269.T,1,49.12,🔴 買わない,True,35.91,30.27,33.81,1081.8426513671875,1148.0,1049.0,1.3943,5,HOLD,1096.9263916015625
2022-12-09,9501.T,2,43.64,🔴 買わない,True,33.88,35.97,30.14,516.0,572.0,488.0,-2.5194,5,TIMEOUT_LOSS,503.0
2022-12-09,5803.T,3,36.84,🔴 買わない,True,31.49,33.91,34.6,171.47010803222656,187.0,164.0,1.9713,5,HOLD,174.85035705566406
2022-12-12,7269.T,1,47.95,🔴 買わない,True,32.01,34.68,33.3,1080.21826171875,1144.0,1048.0,-0.4941,5,TIMEOUT_LOSS,1074.8809814453125
